Animal ID,Name,Animal Type,Sex upon Outcome,Breed,Color,Age_Months
A749160,Unnamed Pet,Dog,Neutered Male,Basenji Mix,Brown/White,1.0
A749106,Unnamed Pet,Dog,Neutered Male,Miniature Schnauzer Mix,Black/White,2.0
A749470,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,0.92
A749471,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,0.69
A749508,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue,0.0
A749502,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.46
A749503,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.46
A749509,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue,0.0
A749510,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Black,0.0
A749511,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Black,0.0
A749512,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Black,0.0
A744821,Lightning,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2.0
A744851,Elk,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,2.0
A749065,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,2.0
A743662,Chloe,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,36.0
A748181,Lucy,Dog,Spayed Female,Border Terrier Mix,White/Black,48.0
A748581,Archibald,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,12.0
A749352,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,0.92
A747294,Unnamed Pet,Cat,Intact Male,Domestic Medium Hair Mix,White/Black,0.92
A747295,Unnamed Pet,Cat,Intact Female,Domestic Medium Hair Mix,White/Black,0.92
A747296,Unnamed Pet,Cat,Intact Female,Domestic Medium Hair Mix,Black/White,0.92
A749353,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,0.92
A749354,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,0.92
A749543,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,0.69
A749544,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby/White,0.69
A749545,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,White/Orange Tabby,0.69
A749546,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby/White,0.69
A749547,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Black/White,0.69
A749548,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,0.69
A749549,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,0.69
A749321,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,8.0
A749441,Lily,Cat,Intact Female,Siamese Mix,Flame Point,24.0
A749442,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Torbie/White,0.23
A749443,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Tortie,0.23
A749444,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,0.23
A748702,Neville,Dog,Neutered Male,Labrador Retriever Mix,Tan,2.0
A748792,Hunter,Dog,Neutered Male,Border Collie Mix,Black/White,24.0
A703757,Maxwell,Dog,Neutered Male,Cocker Spaniel,Tan,60.0
A742550,Kyra,Dog,Spayed Female,Siberian Husky Mix,Black/White,4.0
A749195,Unnamed Pet,Dog,Neutered Male,Labrador Retriever Mix,Black,1.0
A749180,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,White/Brown Tabby,2.0
A749254,Penny,Dog,Spayed Female,Labrador Retriever Mix,Yellow,5.0
A749219,Unnamed Pet,Dog,Neutered Male,Miniature Schnauzer Mix,Brown/Tan,12.0
A749248,Unnamed Pet,Dog,Neutered Male,Pointer Mix,Tricolor,24.0
A749572,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Black,0.46
A749224,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2.0
A748248,Watson,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,2.0
A742796,Princess,Dog,Spayed Female,Labrador Retriever Mix,Yellow,10.0
A749595,Unnamed Pet,Dog,Intact Female,Pit Bull Mix,Blue,1.0
A749250,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,24.0
A748228,Simmony,Dog,Intact Female,Great Pyrenees Mix,White/Brown,24.0
A749165,Melody,Dog,Spayed Female,Harrier Mix,Tricolor,12.0
A748802,Hawkeye,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,11.0
A748734,Zeus,Dog,Neutered Male,German Shepherd Mix,White,24.0
A748156,Speck,Dog,Neutered Male,Australian Cattle Dog Mix,Brown/White,12.0
A749432,Dallas,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/Tan,36.0
A747623,Unnamed Pet,Dog,Neutered Male,Boxer,Tan/White,2.0
A661967,Cuevo,Dog,Intact Male,Chow Chow Mix,Tan,144.0
A747735,Riley,Cat,Spayed Female,Siamese Mix,Tortie Point,10.0
A749283,Baxter,Dog,Neutered Male,Border Collie Mix,Black/Brown,10.0
A749293,Unnamed Pet,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,2.0
A749292,Nutmeg,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2.0
A749312,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,12.0
A749255,Marley,Dog,Neutered Male,Labrador Retriever Mix,Yellow,5.0
A749286,Princess,Cat,Spayed Female,Domestic Shorthair Mix,Calico,2.0
A748829,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,24.0
A748830,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,0.46
A748831,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,0.46
A748832,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.46
A748833,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.46
A749238,Unnamed Pet,Dog,Neutered Male,Beagle Mix,Tricolor,7.0
A749342,Unnamed Pet,Dog,Neutered Male,Black Mouth Cur Mix,Tan,4.0
A749343,Unnamed Pet,Dog,Spayed Female,Black Mouth Cur Mix,Tan,2.0
A749344,Unnamed Pet,Dog,Spayed Female,Black Mouth Cur Mix,Tan,2.0
A746092,Nibbles,Dog,Neutered Male,Rottweiler,Black/Tan,24.0
A733097,Rylie,Dog,Spayed Female,Pit Bull Mix,Chocolate/White,24.0
A630261,Dalila,Dog,Spayed Female,German Shepherd Mix,Tan,96.0
A749647,Unnamed Pet,Dog,Intact Female,Anatol Shepherd Mix,Tan/Black,2.0
A749387,Olivia,Dog,Intact Female,Chihuahua Shorthair/Jack Russell Terrier,Brown/White,24.0
A749414,Bruce,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby/White,1.15
A749580,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,White/Blue Tabby,0.69
A749581,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,White/Blue Tabby,0.69
A749559,Wilhelm,Cat,Intact Male,Domestic Shorthair Mix,Black,0.69
A749563,Sam,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.92
A749579,Jacob,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,0.69
A746855,Bobby,Dog,Neutered Male,Catahoula Mix,White/Brown,10.0
A749564,Simon,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749565,Shane,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749566,Stanley,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749567,Silas,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749568,Spencer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,0.69
A749370,Unnamed Pet,Cat,Spayed Female,Domestic Medium Hair Mix,Tortie,3.0
A747821,Bella,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,24.0
A749382,Unnamed Pet,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Tan,2.0
A749417,Unnamed Pet,Cat,Spayed Female,Siamese Mix,Lynx Point,24.0
A728059,Jesse,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,144.0
A749374,Unnamed Pet,Dog,Spayed Female,Australian Cattle Dog Mix,Blue Merle,2.0
A749279,Daisy,Dog,Spayed Female,Australian Cattle Dog Mix,White/Brown,12.0
A748100,Robin,Cat,Neutered Male,Domestic Shorthair Mix,White/Black,2.0
A745966,Tabby,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,2.0
A749733,Unnamed Pet,Dog,Intact Female,Chihuahua Shorthair Mix,Sable/White,0.03
A749734,Unnamed Pet,Dog,Intact Male,Chihuahua Shorthair Mix,Sable/White,0.03
A749366,Unnamed Pet,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,12.0
A749735,Unnamed Pet,Dog,Intact Female,Chihuahua Shorthair Mix,Brown,0.03
A749736,Unnamed Pet,Dog,Intact Male,Chihuahua Shorthair Mix,Brown,0.03
A749737,Unnamed Pet,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,0.03
A749738,Unnamed Pet,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,0.03
A749739,Brooklyn,Dog,Spayed Female,Australian Kelpie Mix,Black/White,0.03
A746585,Mia,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,60.0
A745967,Tiger,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,2.0
A745968,Chestnut,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2.0
A691059,Sebastian,Dog,Intact Male,Labrador Retriever Mix,Black,72.0
A749459,Spencer,Dog,Neutered Male,Beagle,White/Tan,48.0
A723512,Lola,Dog,Spayed Female,Pit Bull Mix,Fawn/White,36.0
A749267,Kewi,Dog,Spayed Female,Whippet/Plott Hound,Brown Brindle,6.0
A748211,Tilda,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White,12.0
A748068,Chato,Dog,Neutered Male,Cairn Terrier Mix,Tan/White,24.0
A746586,Dolly,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Tan,12.0
A749220,Clover,Dog,Spayed Female,Rat Terrier Mix,Tricolor,24.0
A749481,Unnamed Pet,Dog,Intact Female,German Shepherd Mix,Black,2.0
A749482,Unnamed Pet,Dog,Intact Female,German Shepherd Mix,Black,2.0
A749483,Unnamed Pet,Dog,Intact Female,German Shepherd Mix,Black,2.0
A749484,Unnamed Pet,Dog,Intact Female,German Shepherd Mix,Brown,2.0
A749100,Ajax,Dog,Neutered Male,Boxer Mix,Brown Brindle/White,24.0
A749766,Unnamed Pet,Cat,Intact Male,Siamese Mix,Chocolate Point,0.69
A749767,Unnamed Pet,Cat,Intact Male,Siamese Mix,White,0.69
A749768,Unnamed Pet,Cat,Intact Male,Siamese Mix,Orange Tabby,0.69
A749769,Unnamed Pet,Cat,Intact Male,Siamese Mix,Black/White,0.69
A748190,Bettina,Cat,Spayed Female,Domestic Shorthair,Black,2.0
A746335,Caterpillar,Cat,Spayed Female,Domestic Medium Hair Mix,Tortie,24.0
A749487,Pulgoso,Dog,Neutered Male,Chihuahua Shorthair Mix,Fawn,60.0
A749392,Fiona,Dog,Spayed Female,German Shepherd Mix,Brown/Black,12.0
A749258,Princess,Dog,Spayed Female,Pit Bull Mix,White/Black,7.0
A749450,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,White/Brown Brindle,2.0
A746594,Speedy,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,84.0
A749485,Unnamed Pet,Dog,Spayed Female,German Shepherd Mix,Brown,2.0
A749446,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Tan,2.0
A749448,Unnamed Pet,Dog,Neutered Male,Labrador Retriever Mix,Tan/White,2.0
A749449,Unnamed Pet,Dog,Intact Female,Labrador Retriever Mix,Brown Brindle/White,2.0
A749367,Unnamed Pet,Dog,Neutered Male,Chihuahua Longhair Mix,Black,7.0
A749385,Unnamed Pet,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,24.0
A745743,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1.0
A713246,Coco,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Chocolate/White,36.0
A749451,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Brown Brindle/White,2.0
A749517,Cookie,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown Brindle,36.0
A749218,Indiana,Dog,Neutered Male,German Shepherd Mix,Tan/Black,7.0
A749552,Osais,Dog,Neutered Male,Labrador Retriever Mix,Black,11.0
A749028,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,White,4.0
A747027,Unnamed Pet,Bird,Unknown,Quaker Mix,Blue,12.0
A749747,George,Dog,Intact Male,Labrador Retriever Mix,Sable,7.0
A749345,Rex,Dog,Intact Male,Chihuahua Shorthair Mix,White/Red,5.0
A743196,Irina,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,7.0
A749506,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black,2.0
A742131,Chevy,Dog,Spayed Female,Pit Bull Mix,Red,36.0
A749477,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Black/White,3.0
A741989,Dante,Dog,Neutered Male,Smooth Fox Terrier/Jack Russell Terrier,White/Tan,12.0
A749496,Unnamed Pet,Dog,Neutered Male,Jack Russell Terrier Mix,White/Brown,12.0
A749628,Patton,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2.0
A749755,Nelson,Dog,Neutered Male,Beagle Mix,White/Brown,12.0
A749529,Unnamed Pet,Dog,Spayed Female,Miniature Schnauzer Mix,White/Brown,2.0
A744531,Coco,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,84.0
A749528,Unnamed Pet,Dog,Spayed Female,Miniature Schnauzer Mix,White/Tan,2.0
A749478,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black,3.0
A749675,Kaiya,Dog,Spayed Female,Siberian Husky,Black/Gray,12.0
A749621,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,White/Tan,2.0
A748395,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Tricolor,2.0
A747664,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2.0
A749139,Blue Fuzz,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,24.0
A748615,Bopeep,Dog,Intact Female,German Shepherd Mix,Tan,84.0
A749629,Quentin,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2.0
A747727,Randall,Dog,Neutered Male,Chihuahua Shorthair Mix,Red/Cream,3.0
A746153,Daisy,Dog,Spayed Female,German Shepherd/Black Mouth Cur,Red/White,4.0
A748370,Keechi,Dog,Neutered Male,Siberian Husky Mix,Tan/Red,12.0
A749501,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,3.0
A749649,Unnamed Pet,Dog,Neutered Male,Papillon Mix,Red/Black,24.0
A748582,Storm,Cat,Spayed Female,Domestic Shorthair Mix,Blue,12.0
A747667,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,2.0
A749594,Marby,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,1.0
A749661,Connor,Dog,Neutered Male,Dalmatian Mix,White/Black,7.0
A749405,Corey,Dog,Neutered Male,St. Bernard Smooth Coat Mix,Brown/White,12.0
A749642,Lola,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,24.0
A742463,Manchas,Dog,Neutered Male,Pit Bull Mix,White/Black,4.0
A748277,Toby,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,24.0
A746593,Duke,Dog,Neutered Male,Catahoula Mix,Red/White,4.0
A749347,Norman,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,36.0
A744570,Thor,Cat,Neutered Male,Domestic Shorthair Mix,Black,48.0
A743516,Rosie,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,7.0
A749931,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Chocolate/White,5.0
A749944,Unnamed Pet,Cat,Intact Male,Domestic Shorthair,Brown Tabby,0.69
A749988,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Tortie,0.69
A749989,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,0.69
A749575,Chinita,Dog,Intact Female,Pit Bull Mix,Blue/White,24.0
A743634,Louiebaloogy,Dog,Neutered Male,Queensland Heeler Mix,White/Brown,24.0
A748293,Milton,Dog,Intact Male,Pit Bull Mix,White,3.0
A749536,Unnamed Pet,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White,60.0
A694262,Mina,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,36.0
A636399,Deuce,Dog,Neutered Male,Pit Bull Mix,Blue/White,84.0
A749376,Adia,Dog,Spayed Female,Labrador Retriever Mix,Yellow,12.0
A749686,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,4.0
A749829,Apollo,Dog,Neutered Male,German Shepherd Mix,Black/Brown,5.0
A748240,Aries,Dog,Neutered Male,Pit Bull Mix,Blue/White,12.0
A742521,Mango,Dog,Spayed Female,Doberman Pinsch Mix,Black/Brown,6.0
A749550,Bobo,Dog,Neutered Male,Miniature Pinscher Mix,Black/Brown,24.0
A749404,Zeus,Dog,Neutered Male,St. Bernard Smooth Coat Mix,Brown,12.0
A750015,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,White/Black,0.46
A749634,Sea Biscuit,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,2.0
A749340,Ruby,Dog,Spayed Female,Pit Bull Mix,White/Black,12.0
A745617,Bandit,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2.0
A745612,Blaze,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2.0
A749270,Maisy,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,96.0
A747665,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2.0
A747663,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2.0
A749714,Unnamed Pet,Dog,Spayed Female,Border Terrier Mix,White/Brown,24.0
A749394,Cyrus,Dog,Intact Male,German Shepherd Mix,Black/Brown,2.0
A748058,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,2.0
A745741,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2.0
A745742,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Calico,2.0
A750060,Unnamed Pet,Other,Unknown,Chinchilla Mix,Black/Silver,12.0
A750061,Unnamed Pet,Other,Unknown,Chinchilla Mix,Black/Silver,12.0
A749183,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.23
A749184,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.23
A749185,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Tortie,0.23
A749186,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Cream Tabby,0.23
A749068,Eclipse,Cat,Intact Female,Domestic Shorthair Mix,Calico,12.0
A749669,Bethany,Dog,Intact Female,Pit Bull Mix,Black/White,24.0
A749671,Unnamed Pet,Dog,Intact Male,Pit Bull Mix,Black/White,0.23
A749672,Unnamed Pet,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,0.23
A749673,Unnamed Pet,Dog,Intact Male,Pit Bull Mix,Black Brindle/White,0.23
A748483,Handsome,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,12.0
A749942,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2.0
A350375,Meo,Cat,Neutered Male,Siamese Mix,Blue Point,168.0
A749158,Ted,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,144.0
A749772,Unnamed Pet,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,12.0
A747709,Pearl,Cat,Spayed Female,Domestic Shorthair Mix,White/Orange Tabby,2.0
A747707,Amber,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,2.0
A749759,Unnamed Pet,Dog,Neutered Male,Miniature Schnauzer Mix,Gray,6.0
A749760,Unnamed Pet,Dog,Neutered Male,Miniature Schnauzer Mix,Gray,6.0
A748634,Peppercorn,Dog,Spayed Female,Labrador Retriever Mix,Black,12.0
A749806,Duchess,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,12.0
A749780,Toby,Dog,Neutered Male,Dachshund Mix,Tan/White,4.0
A750150,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,0.0
A750151,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.0
A750055,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749504,Mina,Cat,Intact Female,Domestic Shorthair Mix,Black,1.0
A747710,Onyx,Cat,Spayed Female,Domestic Shorthair Mix,Black,2.0
A747708,Jade,Cat,Spayed Female,Domestic Shorthair Mix,Torbie/White,2.0
A747706,Mica,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,2.0
A747832,Xena,Dog,Spayed Female,Pit Bull Mix,Blue,60.0
A632131,Heidi,Dog,Spayed Female,Beagle Mix,Tan,60.0
A749907,Wilma,Dog,Intact Female,German Shepherd Mix,Tricolor,1.0
A711597,Max,Dog,Neutered Male,German Shepherd Mix,Sable,84.0
A749908,Freddy,Dog,Intact Male,German Shepherd Mix,Tan,1.0
A749909,Betty,Dog,Intact Female,German Shepherd Mix,Tan/Black,1.0
A749910,Barney,Dog,Intact Male,German Shepherd Mix,Tan/Black,1.0
A749637,Chewy,Dog,Neutered Male,German Shepherd Mix,Fawn/Black,132.0
A750017,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Black,2.0
A750018,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Black/White,2.0
A749678,Kanga,Dog,Intact Female,German Shepherd,Fawn/Black,9.0
A749698,Stewie,Dog,Neutered Male,German Shepherd Mix,Black Brindle/White,12.0
A749990,Gnocchi,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.92
A749991,Lasagna,Cat,Intact Male,Domestic Shorthair Mix,Black,0.92
A749992,Penne,Cat,Intact Female,Domestic Shorthair Mix,Black,0.92
A749993,Cannelloni,Cat,Intact Male,Domestic Shorthair Mix,Black,0.92
A749994,Ravioli,Cat,Intact Male,Domestic Shorthair Mix,Black,0.92
A749895,Sammie,Dog,Spayed Female,Black Mouth Cur Mix,Brown/Black,3.0
A749242,Charcoal,Cat,Neutered Male,Domestic Shorthair Mix,Blue,132.0
A749314,Unnamed Pet,Cat,Neutered Male,Siamese Mix,Seal Point,60.0
A748662,Boon,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,24.0
A749726,Queso,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,96.0
A749317,Lester,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2.0
A749630,Bailey,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,2.0
A749847,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,2.0
A749812,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Black,2.0
A749849,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Calico,2.0
A749851,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black,2.0
A750230,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,0.23
A750231,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Black/White,0.23
A750122,Happy Camper,Dog,Intact Male,Labrador Retriever Mix,Black,1.0
A750123,George,Dog,Intact Male,Labrador Retriever Mix,Black,1.0
A749480,Vega,Dog,Spayed Female,German Shepherd Mix,Black,12.0
A750071,Cinder,Dog,Intact Female,Boston Terrier,Brown/White,84.0
A749781,Blancoten,Cat,Neutered Male,Domestic Shorthair Mix,White,36.0
A749857,Unnamed Pet,Dog,Neutered Male,Jack Russell Terrier Mix,Brown/White,2.0
A749650,Bentley,Dog,Neutered Male,Dogue De Bordeaux,Red,12.0
A748193,Francis,Cat,Neutered Male,Russian Blue Mix,Blue,2.0
A745125,Jessie,Dog,Spayed Female,Australian Cattle Dog Mix,Red Tick,3.0
A749430,Maria,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/Tan,5.0
A747745,Daisy,Dog,Spayed Female,Dachshund Longhair Mix,White/Gray,24.0
A749940,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,0.69
A749865,Unnamed Pet,Dog,Neutered Male,Miniature Schnauzer/Toy Poodle,Black,48.0
A749799,Jetsam,Cat,Neutered Male,Domestic Medium Hair Mix,Blue Tabby/White,144.0
A749801,Unnamed Pet,Dog,Intact Female,Basset Hound/Pointer,White/Black,24.0
A743676,George,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,11.0
A750243,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A750292,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Black/White,0.03
A749754,Jack,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.69
A749957,Kodiak,Dog,Intact Male,Great Pyrenees,White,3.0
A749834,Honey,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,24.0
A749924,Dot,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2.0
A749914,Atlas,Dog,Neutered Male,Belgian Malinois Mix,Tan/Black,2.0
A749800,Buck,Dog,Neutered Male,Great Pyrenees Mix,White,24.0
A747486,Lacroix,Cat,Neutered Male,Domestic Longhair Mix,Orange Tabby,144.0
A750318,Unnamed Pet,Dog,Intact Female,Jack Russell Terrier Mix,White/Tan,2.0
A749827,Unnamed Pet,Dog,Spayed Female,German Shepherd Mix,Brown/Tricolor,5.0
A748523,Ralph,Dog,Neutered Male,Labrador Retriever Mix,Black/White,12.0
A749774,Sadie,Dog,Spayed Female,Australian Shepherd Mix,Brown/Black,12.0
A748092,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Blue/White,1.0
A750310,Wally,Cat,Intact Female,Domestic Shorthair Mix,Calico,0.69
A750043,Bentley,Dog,Neutered Male,Labrador Retriever Mix,White,36.0
A749881,Yilah,Dog,Intact Female,Kuvasz Mix,White,12.0
A746574,Bella,Dog,Spayed Female,German Shepherd Mix,Red,12.0
A746344,May,Dog,Spayed Female,Pit Bull Mix,Black/Brown,24.0
A749790,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.92
A749791,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.92
A749783,Unnamed Pet,Dog,Intact Female,Labrador Retriever Mix,White/Brown,0.92
A749784,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Tricolor,0.92
A749785,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Brown/White,0.92
A749787,Unnamed Pet,Dog,Intact Female,Labrador Retriever Mix,Brown/White,0.92
A749320,Norm,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,60.0
A749294,Coconut,Cat,Spayed Female,Siamese Mix,Lynx Point,12.0
